word,encoded_word,language
פשעים,[17 21 16 10 24],Hebrew
לביקורות,[12  2 10 19  6 20  6 22],Hebrew
הקיסרות,[ 5 19 10 15 20  6 22],Hebrew
scripting,[ 4  2 20 23 17  1 23 13 16],English
בהשתתפות,[ 2  5 21 22 22 17  6 22],Hebrew
rope,[20 24 17 19],English
מתקפת,[13 22 19 17 22],Hebrew
הפותחת,[ 5 17  6 22  8 22],Hebrew
saver,[ 4 21  5 19 20],English
code,[ 2 24  3 19],English
preparation,[17 20 19 17 21 20 21  1 23 24 13],English
השונות,[ 5 21  6 14  6 22],Hebrew
distance,[ 3 23  4  1 21 13  2 19],English
robin,[20 24 14 23 13],English
instrumental,[23 13  4  1 20  6 18 19 13  1 21 25],English
כבדות,[11  2  4  6 22],Hebrew
date,[ 3 21  1 19],English
incident,[23 13  2 23  3 19 13  1],English
סצינות,[15 18 10 14  6 22],Hebrew
honolulu,[10 24 13 24 25  6 25  6],English
executed,[19 15 19  2  6  1 19  3],English
australian,[21  6  4  1 20 21 25 23 21 13],English
באיחוד,[ 2  1 10  8  6  4],Hebrew
זריחת,[ 7 20 10  8 22],Hebrew
הוצאתי,[ 5  6 18  1 22 10],Hebrew
הראו,[ 5 20  1  6],Hebrew
עמדות,[16 13  4  6 22],Hebrew
transfer,[ 1 20 21 13  4 11 19 20],English
flows,[11 25 24 29  4],English
eve,[19  5 19],English
תחרויות,[22  8 20  6 10  6 22],Hebrew
המכשיר,[ 5 13 11 21 10 20],Hebrew
למבנה,[12 13  2 14  5],Hebrew
remarkable,[20 19 18 21 20 12 21 14 25 19],English
precise,[17 20 19  2 23  4 19],English
lucia,[25  6  2 23 21],English
אבדה,[1 2 4 5],Hebrew
logic,[25 24 16 23  2],English
beyond,[14 19  9 24 13  3],English
home,[10 24 18 19],English
ventures,[ 5 19 13  1  6 20 19  4],English
מפלגות,[13 17 12  3  6 22],Hebrew
anyway,[21 13  9 29 21  9],English
פרסמה,[17 20 15 13  5],Hebrew
skirts,[ 4 12 23 20  1  4],English
connected,[ 2 24 13 13 19  2  1 19  3],English
strict,[ 4  1 20 23  2  1],English
leaf,[25 19 21 11],English
תנועה,[22 14  6 16  5],Hebrew
הוצב,[ 5  6 18  2],Hebrew
העתיקה,[ 5 16 22 10 19  5],Hebrew
רווחת,[20  6  6  8 22],Hebrew
באוכלוסייה,[ 2  1  6 11 12  6 15 10 10  5],Hebrew
bw,[14 29],English
תלו,[22 12  6],Hebrew
שרר,[21 20 20],Hebrew
dad,[ 3 21  3],English
נותרה,[14  6 22 20  5],Hebrew
פעמי,[17 16 13 10],Hebrew
פלוגה,[17 12  6  3  5],Hebrew
במועצת,[ 2 13  6 16 18 22],Hebrew
זה,[7 5],Hebrew
הלשכה,[ 5 12 21 11  5],Hebrew
מחוז,[13  8  6  7],Hebrew
boom,[14 24 24 18],English
survivor,[ 4  6 20  5 23  5 24 20],English
העירוני,[ 5 16 10 20  6 14 10],Hebrew
פתאומי,[17 22  1  6 13 10],Hebrew
צבעו,[18  2 16  6],Hebrew
קציני,[19 18 10 14 10],Hebrew
מיתר,[13 10 22 20],Hebrew
mic,[18 23  2],English
דגים,[ 4  3 10 24],Hebrew
והדרך,[ 6  5  4 20 25],Hebrew
staff,[ 4  1 21 11 11],English
forests,[11 24 20 19  4  1  4],English
trunk,[ 1 20  6 13 12],English
blend,[14 25 19 13  3],English
nicaragua,[13 23  2 21 20 21 16  6 21],English
בכינוי,[ 2 11 10 14  6 10],Hebrew
conventional,[ 2 24 13  5 19 13  1 23 24 13 21 25],English
update,[ 6 17  3 21  1 19],English
ומספר,[ 6 13 15 17 20],Hebrew
structured,[ 4  1 20  6  2  1  6 20 19  3],English
employee,[19 18 17 25 24  9 19 19],English
תאוריית,[22  1  6 20 10 10 22],Hebrew
cut,[2 6 1],English
הקאנו,[ 5 19  1 14  6],Hebrew
assumes,[21  4  4  6 18 19  4],English
point,[17 24 23 13  1],English
לזירה,[12  7 10 20  5],Hebrew
strap,[ 4  1 20 21 17],English
mozilla,[18 24  7 23 25 25 21],English
יומי,[10  6 13 10],Hebrew
tales,[ 1 21 25 19  4],English
beach,[14 19 21  2 10],English
אחרת,[ 1  8 20 22],Hebrew
שיהיה,[21 10  5 10  5],Hebrew
אחסון,[ 1  8 15  6 23],Hebrew
מולה,[13  6 12  5],Hebrew
duncan,[ 3  6 13  2 21 13],English
קדושתו,[19  4  6 21 22  6],Hebrew
הטענה,[ 5  9 16 14  5],Hebrew
patient,[17 21  1 23 19 13  1],English
צאצאים,[18  1 18  1 10 24],Hebrew
בשנותיה,[ 2 21 14  6 22 10  5],Hebrew
capable,[ 2 21 17 21 14 25 19],English
הגמד,[ 5  3 13  4],Hebrew
הרוגים,[ 5 20  6  3 10 24],Hebrew
הכליאה,[ 5 11 12 10  1  5],Hebrew
מדעית,[13  4 16 10 22],Hebrew
לדמוקרטיה,[12  4 13  6 19 20  9 10  5],Hebrew
שסברו,[21 15  2 20  6],Hebrew
dragon,[ 3 20 21 16 24 13],English
מזכיר,[13  7 11 10 20],Hebrew
התמוטטות,[ 5 22 13  6  9  9  6 22],Hebrew
הנוצרית,[ 5 14  6 18 20 10 22],Hebrew
מבחינה,[13  2  8 10 14  5],Hebrew
אכילת,[ 1 11 10 12 22],Hebrew
שתוכנן,[21 22  6 11 14 23],Hebrew
seniors,[ 4 19 13 23 24 20  4],English
שמדרום,[21 13  4 20  6 24],Hebrew
wordpress,[29 24 20  3 17 20 19  4  4],English
למאה,[12 13  1  5],Hebrew
דל,[ 4 12],Hebrew
האנדרטאות,[ 5  1 14  4 20  9  1  6 22],Hebrew
גדילי,[ 3  4 10 12 10],Hebrew
מנגנונים,[13 14  3 14  6 14 10 24],Hebrew
ואנשי,[ 6  1 14 21 10],Hebrew
jeep,[ 8 19 19 17],English
למצור,[12 13 18  6 20],Hebrew
observe,[24 14  4 19 20  5 19],English
מסוגלים,[13 15  6  3 12 10 24],Hebrew
מפעל,[13 17 16 12],Hebrew
particularly,[17 21 20  1 23  2  6 25 21 20 25  9],English
לחדש,[12  8  4 21],Hebrew
talk,[ 1 21 25 12],English
dominican,[ 3 24 18 23 13 23  2 21 13],English
clinics,[ 2 25 23 13 23  2  4],English
reef,[20 19 19 11],English
exports,[19 15 17 24 20  1  4],English
reuters,[20 19  6  1 19 20  4],English
גבעות,[ 3  2 16  6 22],Hebrew
obituaries,[24 14 23  1  6 21 20 23 19  4],English
ההסכם,[ 5  5 15 11 24],Hebrew
valve,[ 5 21 25  5 19],English
interpretation,[23 13  1 19 20 17 20 19  1 21  1 23 24 13],English
slut,[ 4 25  6  1],English
rendered,[20 19 13  3 19 20 19  3],English
הימי,[ 5 10 13 10],Hebrew
המתמטית,[ 5 13 22 13  9 10 22],Hebrew
bottles,[14 24  1  1 25 19  4],English
הוציא,[ 5  6 18 10  1],Hebrew
guru,[16  6 20  6],English
מכילה,[13 11 10 12  5],Hebrew
wiley,[29 23 25 19  9],English
ללכת,[12 12 11 22],Hebrew
מפתיע,[13 17 22 10 16],Hebrew
שמש,[21 13 21],Hebrew
תראי,[22 20  1 10],Hebrew
reveals,[20 19  5 19 21 25  4],English
התגורר,[ 5 22  3  6 20 20],Hebrew
נוסעים,[14  6 15 16 10 24],Hebrew
בגובה,[2 3 6 2 5],Hebrew
mercy,[18 19 20  2  9],English
lafayette,[25 21 11 21  9 19  1  1 19],English
textbooks,[ 1 19 15  1 14 24 24 12  4],English
פרץ,[17 20 27],Hebrew
helicopter,[10 19 25 23  2 24 17  1 19 20],English
motorcycle,[18 24  1 24 20  2  9  2 25 19],English
הקואליציה,[ 5 19  6  1 12 10 18 10  5],Hebrew
mining,[18 23 13 23 13 16],English
והמלחמה,[ 6  5 13 12  8 13  5],Hebrew
amber,[21 18 14 19 20],English
necessity,[13 19  2 19  4  4 23  1  9],English
האישום,[ 5  1 10 21  6 24],Hebrew
stands,[ 4  1 21 13  3  4],English
במחשבות,[ 2 13  8 21  2  6 22],Hebrew
המשיך,[ 5 13 21 10 25],Hebrew
הכנימות,[ 5 11 14 10 13  6 22],Hebrew
אינו,[ 1 10 14  6],Hebrew
hearts,[10 19 21 20  1  4],English
fastest,[11 21  4  1 19  4  1],English
השערות,[ 5 21 16 20  6 22],Hebrew
cherry,[ 2 10 19 20 20  9],English
דרכם,[ 4 20 11 24],Hebrew
סכנה,[15 11 14  5],Hebrew
לחשוף,[12  8 21  6 26],Hebrew
shows,[ 4 10 24 29  4],English
שהביא,[21  5  2 10  1],Hebrew
survival,[ 4  6 20  5 23  5 21 25],English
סניף,[15 14 10 26],Hebrew
צעירות,[18 16 10 20  6 22],Hebrew
caps,[ 2 21 17  4],English
תכלת,[22 11 12 22],Hebrew
הלה,[ 5 12  5],Hebrew
ובקרב,[ 6  2 19 20  2],Hebrew
pace,[17 21  2 19],English
ראו,[20  1  6],Hebrew
לבדה,[12  2  4  5],Hebrew
נקבה,[14 19  2  5],Hebrew
chan,[ 2 10 21 13],English
spa,[ 4 17 21],English
medications,[18 19  3 23  2 21  1 23 24 13  4],English
fear,[11 19 21 20],English
לוותה,[12  6  6 22  5],Hebrew
הגבוהה,[5 3 2 6 5 5],Hebrew
directory,[ 3 23 20 19  2  1 24 20  9],English
pgp,[17 16 17],English
אדמת,[ 1  4 13 22],Hebrew
finally,[11 23 13 21 25 25  9],English
escape,[19  4  2 21 17 19],English
harold,[10 21 20 24 25  3],English
nova,[13 24  5 21],English
ואחרות,[ 6  1  8 20  6 22],Hebrew
mentor,[18 19 13  1 24 20],English
עולמי,[16  6 12 13 10],Hebrew
אופקים,[ 1  6 17 19 10 24],Hebrew
addressing,[21  3  3 20 19  4  4 23 13 16],English
thy,[ 1 10  9],English
אישה,[ 1 10 21  5],Hebrew
produce,[17 20 24  3  6  2 19],English
שנבנה,[21 14  2 14  5],Hebrew
tired,[ 1 23 20 19  3],English
genuine,[16 19 13  6 23 13 19],English
אלבום,[ 1 12  2  6 24],Hebrew
זוהי,[ 7  6  5 10],Hebrew
standards,[ 4  1 21 13  3 21 20  3  4],English
dimension,[ 3 23 18 19 13  4 23 24 13],English
dreams,[ 3 20 19 21 18  4],English
prot,[17 20 24  1],English
בהמשך,[ 2  5 13 21 25],Hebrew
jesse,[ 8 19  4  4 19],English
iron,[23 20 24 13],English
hd,[10  3],English
boxes,[14 24 15 19  4],English
שעם,[21 16 24],Hebrew
העומס,[ 5 16  6 13 15],Hebrew
durable,[ 3  6 20 21 14 25 19],English
פגשה,[17  3 21  5],Hebrew
ויצאה,[ 6 10 18  1  5],Hebrew
armstrong,[21 20 18  4  1 20 24 13 16],English
controlled,[ 2 24 13  1 20 24 25 25 19  3],English
defined,[ 3 19 11 23 13 19  3],English
constraint,[ 2 24 13  4  1 20 21 23 13  1],English
הקומוניסטים,[ 5 19  6 13  6 14 10 15  9 10 24],Hebrew
הפיסול,[ 5 17 10 15  6 12],Hebrew
metabolism,[18 19  1 21 14 24 25 23  4 18],English
השבת,[ 5 21  2 22],Hebrew
התאוששות,[ 5 22  1  6 21 21  6 22],Hebrew
תה,[22  5],Hebrew
התקיים,[ 5 22 19 10 10 24],Hebrew
indonesian,[23 13  3 24 13 19  4 23 21 13],English
atmosphere,[21  1 18 24  4 17 10 19 20 19],English
improved,[23 18 17 20 24  5 19  3],English
לשפר,[12 21 17 20],Hebrew
tokyo,[ 1 24 12  9 24],English
השרים,[ 5 21 20 10 24],Hebrew
hours,[10 24  6 20  4],English
sisters,[ 4 23  4  1 19 20  4],English
היוותה,[ 5 10  6  6 22  5],Hebrew
stored,[ 4  1 24 20 19  3],English
lan,[25 21 13],English
maternity,[18 21  1 19 20 13 23  1  9],English
computer,[ 2 24 18 17  6  1 19 20],English
ws,[29  4],English
mandate,[18 21 13  3 21  1 19],English
rows,[20 24 29  4],English
תושבי,[22  6 21  2 10],Hebrew
פגישה,[17  3 10 21  5],Hebrew
הדבר,[ 5  4  2 20],Hebrew
הסכנה,[ 5 15 11 14  5],Hebrew
שנאספו,[21 14  1 15 17  6],Hebrew
ומגדל,[ 6 13  3  4 12],Hebrew
such,[ 4  6  2 10],English
fact,[11 21  2  1],English
configured,[ 2 24 13 11 23 16  6 20 19  3],English
separate,[ 4 19 17 21 20 21  1 19],English
sierra,[ 4 23 19 20 20 21],English
המקרים,[ 5 13 19 20 10 24],Hebrew
settlement,[ 4 19  1  1 25 19 18 19 13  1],English
farm,[11 21 20 18],English
הזה,[5 7 5],Hebrew
שהצליח,[21  5 18 12 10  8],Hebrew
מספרת,[13 15 17 20 22],Hebrew
jane,[ 8 21 13 19],English
martin,[18 21 20  1 23 13],English
ferrari,[11 19 20 20 21 20 23],English
השועל,[ 5 21  6 16 12],Hebrew
leone,[25 19 24 13 19],English
הערת,[ 5 16 20 22],Hebrew
flat,[11 25 21  1],English
sphere,[ 4 17 10 19 20 19],English
art,[21 20  1],English
sheet,[ 4 10 19 19  1],English
candles,[ 2 21 13  3 25 19  4],English
ap,[21 17],English
midnight,[18 23  3 13 23 16 10  1],English
המגינים,[ 5 13  3 10 14 10 24],Hebrew
pending,[17 19 13  3 23 13 16],English
albania,[21 25 14 21 13 23 21],English
הממוכנת,[ 5 13 13  6 11 14 22],Hebrew
grant,[16 20 21 13  1],English
האחראי,[ 5  1  8 20  1 10],Hebrew
highlight,[10 23 16 10 25 23 16 10  1],English
saudi,[ 4 21  6  3 23],English
יוכלו,[10  6 11 12  6],Hebrew
collectors,[ 2 24 25 25 19  2  1 24 20  4],English
בריא,[ 2 20 10  1],Hebrew
representative,[20 19 17 20 19  4 19 13  1 21  1 23  5 19],English
קדומים,[19  4  6 13 10 24],Hebrew
lots,[25 24  1  4],English
terrain,[ 1 19 20 20 21 23 13],English
תיאטרון,[22 10  1  9 20  6 23],Hebrew
dated,[ 3 21  1 19  3],English
התאבד,[ 5 22  1  2  4],Hebrew
הידוע,[ 5 10  4  6 16],Hebrew
עשן,[16 21 23],Hebrew
references,[20 19 11 19 20 19 13  2 19  4],English
jade,[ 8 21  3 19],English
וזכו,[ 6  7 11  6],Hebrew
infrared,[23 13 11 20 21 20 19  3],English
מסכימים,[13 15 11 10 13 10 24],Hebrew
helpful,[10 19 25 17 11  6 25],English
ממשיך,[13 13 21 10 25],Hebrew
סגנונות,[15  3 14  6 14  6 22],Hebrew
חסד,[ 8 15  4],Hebrew
within,[29 23  1 10 23 13],English
מתרחשת,[13 22 20  8 21 22],Hebrew
origin,[24 20 23 16 23 13],English
הנדרשים,[ 5 14  4 20 21 10 24],Hebrew
הרכיבה,[ 5 20 11 10  2  5],Hebrew
ומכאן,[ 6 13 11  1 23],Hebrew
enough,[19 13 24  6 16 10],English
אלבומה,[ 1 12  2  6 13  5],Hebrew
donald,[ 3 24 13 21 25  3],English
urgent,[ 6 20 16 19 13  1],English
שזכתה,[21  7 11 22  5],Hebrew
plugin,[17 25  6 16 23 13],English
לאחור,[12  1  8  6 20],Hebrew
ולשם,[ 6 12 21 24],Hebrew
le,[25 19],English
בגודל,[ 2  3  6  4 12],Hebrew
ביקורות,[ 2 10 19  6 20  6 22],Hebrew
התאבדות,[ 5 22  1  2  4  6 22],Hebrew
aug,[21  6 16],English
בחיילים,[ 2  8 10 10 12 10 24],Hebrew
keeping,[12 19 19 17 23 13 16],English
wind,[29 23 13  3],English
לדגל,[12  4  3 12],Hebrew
ff,[11 11],English
ובן,[ 6  2 23],Hebrew
החרדי,[ 5  8 20  4 10],Hebrew
האותיות,[ 5  1  6 22 10  6 22],Hebrew
המושבות,[ 5 13  6 21  2  6 22],Hebrew
commonly,[ 2 24 18 18 24 13 25  9],English
indiana,[23 13  3 23 21 13 21],English
academic,[21  2 21  3 19 18 23  2],English
במדבר,[ 2 13  4  2 20],Hebrew
performed,[17 19 20 11 24 20 18 19  3],English
מתקפות,[13 22 19 17  6 22],Hebrew
inspiration,[23 13  4 17 23 20 21  1 23 24 13],English
objects,[24 14  8 19  2  1  4],English
הופכים,[ 5  6 17 11 10 24],Hebrew
drinking,[ 3 20 23 13 12 23 13 16],English
נייטרליות,[14 10 10  9 20 12 10  6 22],Hebrew
religions,[20 19 25 23 16 23 24 13  4],English
elements,[19 25 19 18 19 13  1  4],English
גורן,[ 3  6 20 23],Hebrew
kinase,[12 23 13 21  4 19],English
species,[ 4 17 19  2 23 19  4],English
fri,[11 20 23],English
עמד,[16 13  4],Hebrew
hearing,[10 19 21 20 23 13 16],English
wiring,[29 23 20 23 13 16],English
application,[21 17 17 25 23  2 21  1 23 24 13],English
קיומו,[19 10  6 13  6],Hebrew
unto,[ 6 13  1 24],English
אשליה,[ 1 21 12 10  5],Hebrew
friday,[11 20 23  3 21  9],English
יישאר,[10 10 21  1 20],Hebrew
ובמקומות,[ 6  2 13 19  6 13  6 22],Hebrew
discount,[ 3 23  4  2 24  6 13  1],English
housing,[10 24  6  4 23 13 16],English
ישנם,[10 21 14 24],Hebrew
consortium,[ 2 24 13  4 24 20  1 23  6 18],English
מחאה,[13  8  1  5],Hebrew
כרב,[11 20  2],Hebrew
stan,[ 4  1 21 13],English
להתפטר,[12  5 22 17  9 20],Hebrew
משתתפים,[13 21 22 22 17 10 24],Hebrew
שפת,[21 17 22],Hebrew
employ,[19 18 17 25 24  9],English
station,[ 4  1 21  1 23 24 13],English
beer,[14 19 19 20],English
readily,[20 19 21  3 23 25  9],English
עשור,[16 21  6 20],Hebrew
יעלה,[10 16 12  5],Hebrew
bedding,[14 19  3  3 23 13 16],English
earl,[19 21 20 25],English
נבע,[14  2 16],Hebrew
located,[25 24  2 21  1 19  3],English
לניתוח,[12 14 10 22  6  8],Hebrew
לדרום,[12  4 20  6 24],Hebrew
commands,[ 2 24 18 18 21 13  3  4],English
floors,[11 25 24 24 20  4],English
הפתוח,[ 5 17 22  6  8],Hebrew
pool,[17 24 24 25],English
hospitality,[10 24  4 17 23  1 21 25 23  1  9],English
costumes,[ 2 24  4  1  6 18 19  4],English
הבורים,[ 5  2  6 20 10 24],Hebrew
promising,[17 20 24 18 23  4 23 13 16],English
נמלים,[14 13 12 10 24],Hebrew
face,[11 21  2 19],English
common,[ 2 24 18 18 24 13],English
לבם,[12  2 24],Hebrew
daniel,[ 3 21 13 23 19 25],English
שקרים,[21 19 20 10 24],Hebrew
השתלטו,[ 5 21 22 12  9  6],Hebrew
victor,[ 5 23  2  1 24 20],English
ומדי,[ 6 13  4 10],Hebrew
consistent,[ 2 24 13  4 23  4  1 19 13  1],English
רצים,[20 18 10 24],Hebrew
גזעים,[ 3  7 16 10 24],Hebrew
benchmark,[14 19 13  2 10 18 21 20 12],English
bi,[14 23],English
latex,[25 21  1 19 15],English
participation,[17 21 20  1 23  2 23 17 21  1 23 24 13],English
בתורו,[ 2 22  6 20  6],Hebrew
une,[ 6 13 19],English
seek,[ 4 19 19 12],English
oscar,[24  4  2 21 20],English
innovations,[23 13 13 24  5 21  1 23 24 13  4],English
puts,[17  6  1  4],English
guns,[16  6 13  4],English
intended,[23 13  1 19 13  3 19  3],English
החם,[ 5  8 24],Hebrew
apply,[21 17 17 25  9],English
alternatives,[21 25  1 19 20 13 21  1 23  5 19  4],English
חידק,[ 8 10  4 19],Hebrew
כאן,[11  1 23],Hebrew
נוקשה,[14  6 19 21  5],Hebrew
המסע,[ 5 13 15 16],Hebrew
bases,[14 21  4 19  4],English
seafood,[ 4 19 21 11 24 24  3],English
תכף,[22 11 26],Hebrew
gary,[16 21 20  9],English
שושלת,[21  6 21 12 22],Hebrew
crucial,[ 2 20  6  2 23 21 25],English
ass,[21  4  4],English
ולפעמים,[ 6 12 17 16 13 10 24],Hebrew
ולי,[ 6 12 10],Hebrew
מתו,[13 22  6],Hebrew
choosing,[ 2 10 24 24  4 23 13 16],English
socket,[ 4 24  2 12 19  1],English
launches,[25 21  6 13  2 10 19  4],English
makes,[18 21 12 19  4],English
בטח,[2 9 8],Hebrew
invited,[23 13  5 23  1 19  3],English
acquisition,[21  2 28  6 23  4 23  1 23 24 13],English
במפרץ,[ 2 13 17 20 27],Hebrew
השירות,[ 5 21 10 20  6 22],Hebrew
pdf,[17  3 11],English
liberty,[25 23 14 19 20  1  9],English
בדמות,[ 2  4 13  6 22],Hebrew
appreciated,[21 17 17 20 19  2 23 21  1 19  3],English
ההווה,[5 5 6 6 5],Hebrew
רצח,[20 18  8],Hebrew
iraq,[23 20 21 28],English
חלקיקים,[ 8 12 19 10 19 10 24],Hebrew
ספסלי,[15 17 15 12 10],Hebrew
knock,[12 13 24  2 12],English
sentence,[ 4 19 13  1 19 13  2 19],English
המוח,[ 5 13  6  8],Hebrew
teaches,[ 1 19 21  2 10 19  4],English
rules,[20  6 25 19  4],English
הנצרות,[ 5 14 18 20  6 22],Hebrew
trials,[ 1 20 23 21 25  4],English
dynamics,[ 3  9 13 21 18 23  2  4],English
קבוצתו,[19  2  6 18 22  6],Hebrew
specify,[ 4 17 19  2 23 11  9],English
צורות,[18  6 20  6 22],Hebrew
renaissance,[20 19 13 21 23  4  4 21 13  2 19],English
מוכנות,[13  6 11 14  6 22],Hebrew
המאפיינים,[ 5 13  1 17 10 10 14 10 24],Hebrew
cheap,[ 2 10 19 21 17],English
בירת,[ 2 10 20 22],Hebrew
butler,[14  6  1 25 19 20],English
שמנה,[21 13 14  5],Hebrew
ראיות,[20  1 10  6 22],Hebrew
reconstruction,[20 19  2 24 13  4  1 20  6  2  1 23 24 13],English
יוצאת,[10  6 18  1 22],Hebrew
בצחוק,[ 2 18  8  6 19],Hebrew
חמצני,[ 8 13 18 14 10],Hebrew
colleagues,[ 2 24 25 25 19 21 16  6 19  4],English
להרחיב,[12  5 20  8 10  2],Hebrew
התחייה,[ 5 22  8 10 10  5],Hebrew
fs,[11  4],English
routes,[20 24  6  1 19  4],English
foods,[11 24 24  3  4],English
בחלל,[ 2  8 12 12],Hebrew
מתוכן,[13 22  6 11 23],Hebrew
הממשל,[ 5 13 13 21 12],Hebrew
ספג,[15 17  3],Hebrew
יודע,[10  6  4 16],Hebrew
condo,[ 2 24 13  3 24],English
columnists,[ 2 24 25  6 18 13 23  4  1  4],English
אוכלוסייה,[ 1  6 11 12  6 15 10 10  5],Hebrew
המתחם,[ 5 13 22  8 24],Hebrew
hurt,[10  6 20  1],English
bush,[14  6  4 10],English
הרימון,[ 5 20 10 13  6 23],Hebrew
ואפילו,[ 6  1 17 10 12  6],Hebrew
automotive,[21  6  1 24 18 24  1 23  5 19],English
abs,[21 14  4],English
ובשנת,[ 6  2 21 14 22],Hebrew
כללים,[11 12 12 10 24],Hebrew
הארץ,[ 5  1 20 27],Hebrew
הפיכת,[ 5 17 10 11 22],Hebrew
במרבית,[ 2 13 20  2 10 22],Hebrew
animated,[21 13 23 18 21  1 19  3],English
attend,[21  1  1 19 13  3],English
organizer,[24 20 16 21 13 23  7 19 20],English
אתרי,[ 1 22 20 10],Hebrew
רשמית,[20 21 13 10 22],Hebrew
במסעו,[ 2 13 15 16  6],Hebrew
מעורבות,[13 16  6 20  2  6 22],Hebrew
surprising,[ 4  6 20 17 20 23  4 23 13 16],English
nn,[13 13],English
באתי,[ 2  1 22 10],Hebrew
lawn,[25 21 29 13],English
אבדן,[ 1  2  4 23],Hebrew
radio,[20 21  3 23 24],English
walker,[29 21 25 12 19 20],English
mattress,[18 21  1  1 20 19  4  4],English
יצור,[10 18  6 20],Hebrew
disclose,[ 3 23  4  2 25 24  4 19],English
באטמוספירה,[ 2  1  9 13  6 15 17 10 20  5],Hebrew
שעתיים,[21 16 22 10 10 24],Hebrew
גיר,[ 3 10 20],Hebrew
bryant,[14 20  9 21 13  1],English
מתחום,[13 22  8  6 24],Hebrew
שניתן,[21 14 10 22 23],Hebrew
התת,[ 5 22 22],Hebrew
שניסו,[21 14 10 15  6],Hebrew
im,[23 18],English
knowing,[12 13 24 29 23 13 16],English
aquatic,[21 28  6 21  1 23  2],English
מצוין,[13 18  6 10 23],Hebrew
surgical,[ 4  6 20 16 23  2 21 25],English
error,[19 20 20 24 20],English
ta,[ 1 21],English
et,[19  1],English
purpose,[17  6 20 17 24  4 19],English
oregon,[24 20 19 16 24 13],English
בחיים,[ 2  8 10 10 24],Hebrew
ids,[23  3  4],English
בתי,[ 2 22 10],Hebrew
dramatically,[ 3 20 21 18 21  1 23  2 21 25 25  9],English
ti,[ 1 23],English
orleans,[24 20 25 19 21 13  4],English
הכלב,[ 5 11 12  2],Hebrew
נבנו,[14  2 14  6],Hebrew
adventures,[21  3  5 19 13  1  6 20 19  4],English
חוק,[ 8  6 19],Hebrew
פיצוץ,[17 10 18  6 27],Hebrew
pipes,[17 23 17 19  4],English
hints,[10 23 13  1  4],English
repairs,[20 19 17 21 23 20  4],English
לגדול,[12  3  4  6 12],Hebrew
הכינו,[ 5 11 10 14  6],Hebrew
שכן,[21 11 23],Hebrew
ובתוך,[ 6  2 22  6 25],Hebrew
להתיישב,[12  5 22 10 10 21  2],Hebrew
indicated,[23 13  3 23  2 21  1 19  3],English
באגם,[ 2  1  3 24],Hebrew
הברה,[ 5  2 20  5],Hebrew
חמורות,[ 8 13  6 20  6 22],Hebrew
חוקה,[ 8  6 19  5],Hebrew
יחסים,[10  8 15 10 24],Hebrew
ci,[ 2 23],English
נתיבי,[14 22 10  2 10],Hebrew
המתמטי,[ 5 13 22 13  9 10],Hebrew
permalink,[17 19 20 18 21 25 23 13 12],English
כבד,[11  2  4],Hebrew
לתאר,[12 22  1 20],Hebrew
מתמקדת,[13 22 13 19  4 22],Hebrew
discussed,[ 3 23  4  2  6  4  4 19  3],English
לממשלה,[12 13 13 21 12  5],Hebrew
bee,[14 19 19],English
הכיר,[ 5 11 10 20],Hebrew
peak,[17 19 21 12],English
גיל,[ 3 10 12],Hebrew
elliott,[19 25 25 23 24  1  1],English
הפרשה,[ 5 17 20 21  5],Hebrew
updated,[ 6 17  3 21  1 19  3],English
answers,[21 13  4 29 19 20  4],English
screensaver,[ 4  2 20 19 19 13  4 21  5 19 20],English
disorders,[ 3 23  4 24 20  3 19 20  4],English
מעוניין,[13 16  6 14 10 10 23],Hebrew
הציפורים,[ 5 18 10 17  6 20 10 24],Hebrew
